Step,B_10 - circularity,B_9 - circularity,B_8 - circularity,B_7 - circularity,B_6 - circularity,A_10 - circularity,B_5 - circularity,A_9 - circularity,B_4 - circularity,A_8 - circularity,B_3 - circularity,A_7 - circularity,B_2 - circularity,A_6 - circularity,B_1 - circularity,A_5 - circularity,A_4 - circularity,A_3 - circularity,A_2 - circularity,A_1 - circularity
0,0.1380185655372732,0.1339501565488436,0.1242333223193836,0.1359159908730684,0.1407372804770299,0.1361055927450207,0.1406461084121123,0.1251921017594141,0.1303478833556597,0.1148142889344323,0.1420500962088354,0.1364458186295726,0.1315135906492316,0.1202178903380865,0.1220006670292132,0.1611695875494145,0.1421634071853684,0.1260090218665656,0.1442475139144774
50,0.1733524357939538,0.5876720116096608,0.1402173906149715,0.1435756676870013,0.1897588327885736,0.1111596010154659,0.6074444336711131,0.4182084166543827,0.2763482081094187,0.1876049237047492,0.1452952913513704,0.2649182823030641,0.1324199581514808,0.1920538799802713,0.2394986951740606,0.2835380213377378,0.147251610618213,0.285034838043424,0.1488299914373004
100,0.338631732906418,0.6592190510242507,0.260147540009795,0.4927659564542276,0.6942003447983871,0.1529426055231225,0.6526834852914187,0.4743900238563923,0.6413268686226903,0.4034239610499626,0.5412798936733327,0.3402814062154307,0.3297182413208232,0.2094215382547605,0.3429004264083609,0.3273765956855836,0.4110858810142285,0.3096867381151346,0.55928183423942
150,0.7096650235228843,0.6996858250163688,0.3745641653868038,0.5303572540548694,0.7586872039582998,0.6466319861337076,0.4030129027457817,0.6872052370932275,0.5079833504967071,0.6586956816482251,0.4626425884521235,0.8112354399039052,0.4081310711954264,0.6775462378318192,0.2526495792574238,0.4926120125355736,0.3319156166229204,0.7709712427518587,0.3018869030803746,0.5908545371514156
200,0.9259379090296016,0.7736215411773575,0.4486051232774694,0.535118048950875,0.8354487584532192,0.5467968679364295,0.7484589317169008,0.6949169996066555,0.679326395739358,0.6161506340585429,0.9275714249358172,0.5989284347181505,0.7468102848591506,0.3252708674805545,0.596156892004591,0.3365413424948401,0.8339041290797732,0.3694055197177937,0.5540130506584225
250,0.948717568635404,0.842752060829436,0.4825540875943548,0.5181127322761139,0.8696938622086428,0.849817579942364,0.6769500055645492,0.8643369373538622,0.7992015456209434,0.7279199111652347,0.7199339107832152,0.9677135150779296,0.7032386323596145,0.7784123492717417,0.3820395608817966,0.5520122121736811,0.3543143707408713,0.9020993495250362,0.5549696170502373,0.5443641700245743
300,0.9573806300813826,0.7168666551601853,0.608581981513381,0.6158553849398152,0.8822733826396615,0.8262383837251143,0.7149156414310512,0.8994442909716089,0.7490969145209381,0.8401403231124909,0.7066002091355388,0.9745733152475728,0.5265933324540589,0.7631820257877953,0.41866832719693,0.5077510382264636,0.3617769296335038,0.8903168736290029,0.6280948910551248,0.5624818129135408
350,0.9616829346952596,0.8393034901732086,0.7107822851714496,0.584354213881638,0.878948448582842,0.7760682951706268,0.6651927517694356,0.8908276848864904,0.6025555777107358,0.8609493804486645,0.667892608401284,0.975137253086799,0.5116764160864014,0.6876768722706537,0.3875380657059885,0.7284422010824403,0.4131150797149424,0.8533962471664546,0.6745114427772758,0.5037051826582535
400,0.963077701717306,0.929726490884083,0.8331261591767162,0.6284189748547484,0.8501240242083885,0.7156282547576533,0.8412840987434579,0.5565803141803992,0.7987718163073712,0.6560837254800927,0.9722047326203016,0.7107139679515014,0.5536626127842434,0.4750152436558998,0.8003201128202027,0.4257105154552107,0.8289055999439783,0.6850425637898614,0.575733640394615
450,0.9603409945777596,0.8934318644965482,0.8425409351453856,0.6842753413534552,0.8039005633184393,0.7956214521365711,0.7957162744631743,0.7735554880685221,0.904045363434594,0.6580207850561792,0.9621304995435798,0.7556161901771212,0.3980591355435404,0.6215943364163294,0.6898003065855055,0.554260859069367,0.8576751008248916,0.6371339826456426,0.5920645697047996
500,0.9508888140406973,0.7799128797264818,0.834912347032005,0.6993993967479236,0.6107979230634198,0.791695430729082,0.6237770382017274,0.7854673256821775,0.8106207501396863,0.8910233045170355,0.672530288787231,0.9369460617347092,0.7132663327876951,0.4241646459569375,0.7001893584517866,0.5675653979962244,0.6334873172588631,0.8585260019122822,0.5351261125158937,0.696237467087675
550,0.9291387530507376,0.8328061114993729,0.8291963452035047,0.6979412162481389,0.6481685019286347,0.7990936038044401,0.7687811159565239,0.893621010705526,0.8263481916044032,0.684995471257196,0.7891135085474624,0.8924023618884438,0.7289417049615261,0.5105605383893571,0.7992377837652559,0.6653532911060189,0.6233114261531622,0.8214391929600339,0.5028174371541034,0.7705345806863542
